Timestamp;RSSI
1694342281865;146
1694342282046;227
1694342282222;245
1694342282466;226
1694342282646;245
1694342282825;247
1694342283373;148
1694342283552;232
1694342283734;240
1694342283978;225
1694342284162;242
1694342284331;254
1694342284585;222
1694342284758;247
1694342284933;250
1694342285487;149
