Timestamp;RSSI
1693646429911;336
1693646429916;338
1693646429922;337
1693646429927;340
1693646429932;340
1693646429937;337
1693646429942;340
1693646429947;337
1693646429953;333
1693646429957;336
1693646429962;337
1693646429967;341
1693646429972;340
1693646429977;340
1693646429982;338
1693646429987;337
1693646429992;338
1693646429997;333
1693646430002;338
1693646430007;338
1693646430014;338
1693646430018;339
1693646430023;333
1693646430028;334
1693646430033;369
1693646430038;389
1693646430043;389
1693646430048;394
1693646430054;391
1693646430058;391
1693646430064;389
1693646430068;387
1693646430073;385
1693646430078;388
1693646430230;140
1693646430235;297
1693646430240;333
1693646430245;339
1693646430250;339
1693646430257;339
1693646430260;339
1693646430265;335
1693646430271;335
1693646430276;337
1693646430281;339
1693646430286;342
1693646430291;341
1693646430296;343
1693646430301;341
1693646430306;338
1693646430311;338
1693646430316;334
1693646430321;339
1693646430326;340
1693646430331;338
1693646430336;336
1693646430341;332
1693646430347;335
1693646430352;338
1693646430362;337
1693646430367;342
1693646430372;339
1693646430377;336
1693646430382;339
1693646430387;337
1693646430392;334
1693646430397;337
1693646430402;338
1693646430407;339
1693646430412;336
1693646430417;332
1693646430422;334
1693646430427;337
1693646430432;339
1693646430437;341
1693646430442;340
1693646430447;338
1693646430452;337
1693646430459;337
1693646430462;334
1693646430467;333
1693646430473;338
1693646430478;339
1693646430483;340
1693646430488;335
1693646430492;334
1693646430498;369
1693646430503;389
1693646430508;387
1693646430513;359
1693646430518;338
1693646430523;336
1693646430528;339
1693646430533;337
1693646430538;333
1693646430543;334
1693646430548;337
1693646430553;341
1693646430563;341
1693646430568;337
1693646430574;334
1693646430579;339
1693646430584;334
1693646430589;334
1693646430594;337
1693646430600;337
1693646430604;340
1693646430610;336
1693646430615;368
1693646430620;391
1693646430625;389
1693646430630;387
1693646430635;390
1693646430640;392
1693646430645;391
1693646430650;389
1693646430655;386
1693646430662;385
1693646430665;389
1693646430670;391
1693646430675;388
1693646430680;389
1693646430685;394
1693646431136;176
1693646431141;362
1693646431147;390
1693646431151;392
1693646431156;366
1693646431161;340
1693646431168;338
1693646431171;366
1693646431176;390
1693646431181;391
1693646431187;389
1693646431192;388
1693646431197;386
1693646431202;387
1693646431207;392
1693646431212;390
1693646431217;392
1693646431222;364
1693646431227;339
1693646431232;338
1693646431237;340
1693646431242;334
1693646431247;334
1693646431252;337
1693646431257;337
1693646431262;339
1693646431268;335
1693646431272;334
1693646431278;336
1693646431283;338
1693646431288;339
